experimento,indice_punto,repeticion,variable,semilla_alice,semilla_bob,distancia_km,atenuacion_db_km,eficiencia_detector,conteos_oscuros_hz,mu,frecuencia_hz,visibilidad,longitud_clave_bits,claves_solicitadas,claves_completadas,horizonte_s,retardo_clasico_extra_s,corrida_completa,pulsos_emitidos,clics,slots_con_clic,slots_validos,slots_validos_con_bases_comparadas,bits_observados_con_bases_coincidentes,bits_tamizados,errores,qber,tasa_tamizada_bps,tiempo_hasta_ultima_clave_s,fraccion_tamizado,ganancia_clic_observada,tasa_clics_bps,contabilidad_consistente,distancia_km_barrida,proxy_asintotico_monofotonico_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps,eficiencia_barrida,conteos_oscuros_barridos_hz,retardo_clasico_extra_ps,visibilidad_barrida,intensidad_media_fotones,intensidad_senuelo,mu_referencia,mu_senal,nu_debil,y0,corrida_pareada_completa,E_reference,E_mu,E_nu,q_reference,q_mu,q_nu,y1_cota_inferior,e1_cota_superior,q1_cota_inferior,e1_clamp_limite_fisico,tasa_sin_senuelos_referencia_bps,tasa_sin_senuelos_pareada_bps,tasa_con_senuelos_bps
distancia,2,2,16.23076923076923,10204,10205,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27777,27666,20217,15806,7162,6144,11,0.0017903645833333333,580182.6159269746,0.010589769205999999,0.45311906870808555,0.03554944490131579,2612521.5254289843,True,16.23076923076923,556473.8514327302,14925,6717,6901,28543,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,3,16.23076923076923,10206,10207,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28582,28465,20720,16294,7359,6144,14,0.0022786458333333335,566488.1746854394,0.010845769205,0.45163863999018045,0.03563827123397436,2624525.698636236,True,16.23076923076923,537996.677012455,15300,7075,6975,29350,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,4,16.23076923076923,10208,10209,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28198,28101,20434,15991,7264,6144,20,0.0032552083333333335,566488.1746854394,0.010845769205,0.4542555187292852,0.03518254206730769,2590964.224745367,True,16.23076923076923,527838.4528969915,14984,6936,7000,28920,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,5,16.23076923076923,10210,10211,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27832,27724,20199,15740,7137,6144,9,0.00146484375,580182.6159269746,0.010589769205999999,0.453430749682338,0.035623972039473685,2617998.509759024,True,16.23076923076923,560252.6472052623,14896,6820,6889,28605,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,6,16.23076923076923,10212,10213,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28524,28413,20570,16109,7350,6144,14,0.0022786458333333335,566488.1746854394,0.010845769205,0.4562666832205599,0.03557316706730769,2619731.2023661123,True,16.23076923076923,537996.677012455,15243,7015,7029,29287,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,7,16.23076923076923,10214,10215,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27679,27567,20122,15667,7222,6144,13,0.0021158854166666665,580182.6159269746,0.010589769205999999,0.4609689155549882,0.03542223478618421,2603172.8797621923,True,16.23076923076923,552802.8513262148,14861,6877,6733,28471,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,8,16.23076923076923,10216,10217,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28255,28150,20425,16083,7294,6144,14,0.0022786458333333335,566488.1746854394,0.010845769205,0.45352235279487657,0.035243890224358976,2595482.1154614454,True,16.23076923076923,537996.677012455,15116,6837,7075,29028,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,9,16.23076923076923,10218,10219,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27876,27764,20220,15762,7221,6144,9,0.00146484375,580182.6159269746,0.010589769205999999,0.4581271412257328,0.035675370065789476,2621775.7403314654,True,16.23076923076923,560252.6472052623,14983,6863,6824,28670,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,10,16.23076923076923,10220,10221,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28425,28277,20515,16076,7311,6144,19,0.0030924479166666665,566488.1746854394,0.010845769205,0.45477730778800696,0.035402894631410255,2607191.7505827104,True,16.23076923076923,529490.4782463375,15131,7044,7027,29202,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,11,16.23076923076923,10222,10223,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28311,28179,20509,15915,7289,6144,19,0.0030924479166666665,566488.1746854394,0.010845769205,0.4579956016336789,0.03528019831730769,2598155.9691505535,True,16.23076923076923,529490.4782463375,15189,7058,6841,29088,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,12,16.23076923076923,10224,10225,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28692,28575,20644,16195,7228,6144,7,0.0011393229166666667,566488.1746854394,0.010845769205,0.4463105896881754,0.035775991586538464,2634667.9022845756,True,16.23076923076923,550847.1868180792,15351,7035,7126,29512,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,13,16.23076923076923,10226,10227,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28634,28514,20647,16178,7189,6144,7,0.0011393229166666667,566488.1746854394,0.010845769205,0.4443688960316479,0.035699619391025644,2629043.589352315,True,16.23076923076923,550847.1868180792,15372,7041,6987,29400,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,14,16.23076923076923,10228,10229,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28528,28399,20601,16084,7334,6144,12,0.001953125,566488.1746854394,0.010845769205,0.4559810992290475,0.0355556390224359,2618440.3764472324,True,16.23076923076923,541534.8395804728,15250,7128,6952,29330,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,15,16.23076923076923,10230,10231,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28409,28304,20603,16102,7266,6144,13,0.0021158854166666665,566488.1746854394,0.010845769205,0.45124829213762263,0.03543669871794872,2609681.200569121,True,16.23076923076923,539754.6731184886,15283,6880,7015,29178,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,16,16.23076923076923,10232,10233,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28680,28574,20820,16280,7312,6144,17,0.0027669270833333335,566488.1746854394,0.010845769205,0.4491400491400491,0.03577473958333333,2634575.7004332272,True,16.23076923076923,532840.8985195351,15309,7013,7130,29452,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,17,16.23076923076923,10234,10235,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27960,27846,20294,15719,7244,6144,15,0.00244140625,580182.6159269746,0.010589769205999999,0.46084356511228447,0.035780736019736845,2629519.0630049696,True,16.23076923076923,549222.9475466062,15036,6970,6719,28725,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,18,16.23076923076923,10236,10237,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27712,27586,20046,15697,7214,6144,10,0.0016276041666666667,580182.6159269746,0.010589769205999999,0.45957826336242596,0.03544664884868421,2604967.0642841016,True,16.23076923076923,558348.4873536511,14861,6759,6803,28423,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,19,16.23076923076923,10238,10239,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28647,28520,20725,16183,7337,6144,20,0.0032552083333333335,566488.1746854394,0.010845769205,0.45337700055613916,0.03570713141025641,2629596.800460406,True,16.23076923076923,527838.4528969915,15340,6979,7052,29371,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,20,16.23076923076923,10240,10241,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27898,27774,20222,15666,7126,6144,9,0.00146484375,580182.6159269746,0.010589769205999999,0.4548704200178731,0.035688219572368424,2622720.047974576,True,16.23076923076923,560252.6472052623,14868,6884,6944,28696,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,21,16.23076923076923,10242,10243,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27857,27738,20240,15737,7261,6144,15,0.00244140625,580182.6159269746,0.010589769205999999,0.46139670839423014,0.03564196134868421,2619320.5404593786,True,16.23076923076923,549222.9475466062,15105,6702,6799,28606,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,22,16.23076923076923,10244,10245,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28537,28447,20720,16330,7432,6144,17,0.0027669270833333335,566488.1746854394,0.010845769205,0.4551132884262094,0.035615735176282054,2622866.0653119623,True,16.23076923076923,532840.8985195351,15315,6931,7042,29288,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,23,16.23076923076923,10246,10247,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28673,28567,20786,16252,7381,6144,9,0.00146484375,566488.1746854394,0.010845769205,0.45415948806300765,0.03576597556089744,2633930.2874737876,True,16.23076923076923,547028.6264453356,15374,6974,7118,29466,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,24,16.23076923076923,10248,10249,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27730,27614,20154,15636,7191,6144,15,0.00244140625,580182.6159269746,0.010589769205999999,0.4599002302379125,0.03548262746710526,2607611.125684811,True,16.23076923076923,549222.9475466062,14847,6921,6710,28478,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,25,16.23076923076923,10250,10251,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,778240,27723,27607,20239,15688,7236,6144,9,0.00146484375,580182.6159269746,0.010589769205999999,0.4612442631310556,0.0354736328125,2606950.1103346334,True,16.23076923076923,560252.6472052623,15023,6661,6729,28413,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,26,16.23076923076923,10252,10253,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28360,28238,20489,15966,7254,6144,11,0.0017903645833333333,566488.1746854394,0.010845769205,0.45434047350620066,0.03535406650641026,2603595.8783801175,True,16.23076923076923,543339.0241357754,15191,6985,6927,29103,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,27,16.23076923076923,10254,10255,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28552,28457,20811,16261,7336,6144,17,0.0027669270833333335,566488.1746854394,0.010845769205,0.4511407662505381,0.035628255208333334,2623788.083825448,True,16.23076923076923,532840.8985195351,15371,7115,6860,29346,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,28,16.23076923076923,10256,10257,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28473,28376,20592,16189,7379,6144,8,0.0013020833333333333,566488.1746854394,0.010845769205,0.45580332324417816,0.03552684294871795,2616319.733866216,True,16.23076923076923,548919.8785739039,15246,6998,6954,29198,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,2,29,16.23076923076923,10258,10259,16.23076923076923,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,798720,28411,28295,20643,16180,7327,6144,15,0.00244140625,566488.1746854394,0.010845769205,0.4528430160692213,0.03542543068910257,2608851.3839069842,True,16.23076923076923,536259.2682201191,15151,7023,6962,29136,2.9999995498908305e-07,188992.30128474275,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,0,23.846153846153847,10300,10301,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,26070,25995,18970,15304,6974,6144,19,0.0030924479166666665,460564.4048072213,0.013340153811,0.45569785676947205,0.0264434814453125,1948628.2068625842,True,23.846153846153847,430484.65592424566,14017,6371,6242,26630,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,1,23.846153846153847,10302,10303,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,1003520,26643,26558,19371,15736,7049,6144,10,0.0016276041666666667,451892.5047377057,0.013596153809999999,0.44795373665480426,0.02646484375,1953346.5398476543,True,23.846153846153847,434886.3436103166,14228,6420,6540,27188,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,2,23.846153846153847,10304,10305,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,26044,25975,18908,15351,6877,6144,12,0.001953125,460564.4048072213,0.013340153811,0.447983844700671,0.026423136393229168,1947128.9737740192,True,23.846153846153847,440276.92407215433,13913,6353,6361,26627,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,3,23.846153846153847,10306,10307,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25744,25657,18713,15129,6839,6144,11,0.0017903645833333333,460564.4048072213,0.013340153811,0.4520457399695948,0.026099650065104167,1923291.167665833,True,23.846153846153847,441743.7564316061,13787,6296,6192,26275,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,4,23.846153846153847,10308,10309,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,962560,25639,25551,18744,15145,6886,6144,11,0.0017903645833333333,469575.647633024,0.013084153812,0.45467150874876194,0.026544838763297874,1952820.2103957352,True,23.846153846153847,450386.76100260334,13833,6131,6257,26221,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,5,23.846153846153847,10310,10311,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25978,25905,18924,15331,6957,6144,15,0.00244140625,460564.4048072213,0.013340153811,0.45378644576348576,0.0263519287109375,1941881.657964041,True,23.846153846153847,435987.7959099495,14017,6265,6274,26556,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,6,23.846153846153847,10312,10313,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,1003520,26470,26383,19231,15591,7018,6144,9,0.00146484375,451892.5047377057,0.013596153809999999,0.4501314861137836,0.026290457589285714,1940475.2526847152,True,23.846153846153847,436369.4552050871,14170,6469,6373,27012,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,7,23.846153846153847,10314,10315,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25968,25899,18940,15317,6982,6144,8,0.0013020833333333333,460564.4048072213,0.013340153811,0.4558333877391134,0.0263458251953125,1941431.8880374713,True,23.846153846153847,446281.0848657603,13980,6247,6252,26479,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,8,23.846153846153847,10316,10317,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,26059,25968,18885,15225,6948,6144,12,0.001953125,460564.4048072213,0.013340153811,0.4563546798029557,0.026416015625,1946604.2421930213,True,23.846153846153847,440276.92407215433,14009,6276,6337,26622,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,9,23.846153846153847,10318,10319,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,1003520,26344,26270,19176,15487,6987,6144,10,0.0016276041666666667,451892.5047377057,0.013596153809999999,0.45115257958287597,0.026177853954081634,1932164.0786880744,True,23.846153846153847,434886.3436103166,14104,6442,6333,26879,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,10,23.846153846153847,10320,10321,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,1003520,26683,26608,19332,15603,7059,6144,17,0.0027669270833333335,451892.5047377057,0.013596153809999999,0.4524129975004807,0.02651466836734694,1957024.050465637,True,23.846153846153847,425051.7822236747,14317,6420,6523,27260,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,11,23.846153846153847,10322,10323,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25977,25893,18879,15344,7037,6144,19,0.0030924479166666665,460564.4048072213,0.013340153811,0.4586157455683003,0.0263397216796875,1940982.118110902,True,23.846153846153847,430484.65592424566,13890,6354,6278,26522,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,12,23.846153846153847,10324,10325,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25997,25927,18839,15288,7012,6144,10,0.0016276041666666667,460564.4048072213,0.013340153811,0.4586603872318158,0.026374308268229167,1943530.8143614626,True,23.846153846153847,443231.8923278699,13954,6325,6272,26551,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,13,23.846153846153847,10326,10327,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25982,25909,18890,15216,6924,6144,14,0.0022786458333333335,460564.4048072213,0.013340153811,0.4550473186119874,0.026355997721354166,1942181.504581754,True,23.846153846153847,437400.33845206583,13850,6440,6236,26526,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,14,23.846153846153847,10328,10329,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,26001,25924,18819,15234,6906,6144,14,0.0022786458333333335,460564.4048072213,0.013340153811,0.45332808192201657,0.026371256510416666,1943305.929398178,True,23.846153846153847,437400.33845206583,13926,6333,6279,26538,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,15,23.846153846153847,10330,10331,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,26215,26134,19089,15374,6989,6144,9,0.00146484375,460564.4048072213,0.013340153811,0.45459867308442825,0.026584879557291666,1959047.8768281122,True,23.846153846153847,444743.4651062337,14053,6430,6259,26742,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,16,23.846153846153847,10332,10333,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25826,25750,18871,15296,6967,6144,14,0.0022786458333333335,460564.4048072213,0.013340153811,0.4554785564853556,0.026194254557291668,1930262.6015276609,True,23.846153846153847,437400.33845206583,13975,6120,6330,26425,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,17,23.846153846153847,10334,10335,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,1003520,26328,26241,19186,15543,7044,6144,8,0.0013020833333333333,451892.5047377057,0.013596153809999999,0.4531943640223895,0.026148955676020408,1930031.1225296445,True,23.846153846153847,437878.1233462073,14168,6340,6412,26920,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,18,23.846153846153847,10336,10337,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,1003520,26176,26091,18992,15461,7050,6144,7,0.0011393229166666667,451892.5047377057,0.013596153809999999,0.45598602936420674,0.02599948182397959,1918998.5906756965,True,23.846153846153847,439415.5537618478,13985,6446,6311,26742,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,19,23.846153846153847,10338,10339,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25955,25861,18838,15241,6896,6144,11,0.0017903645833333333,460564.4048072213,0.013340153811,0.4524637490978282,0.026307169596354166,1938583.3451691975,True,23.846153846153847,441743.7564316061,13926,6266,6319,26511,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,20,23.846153846153847,10340,10341,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,26039,25963,18972,15328,6977,6144,17,0.0027669270833333335,460564.4048072213,0.013340153811,0.45518006263048016,0.026410929361979165,1946229.43392088,True,23.846153846153847,433208.60390398273,13947,6310,6328,26585,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
distancia,3,21,23.846153846153847,10342,10343,23.846153846153847,0.2,0.1,100.0,0.1,80000000.0,0.98,2048,3,3,2.0,0.001,True,983040,25846,25779,18828,15321,6972,6144,16,0.0026041666666666665,460564.4048072213,0.013340153811,0.4550616800469943,0.0262237548828125,1932436.4895060803,True,23.846153846153847,434590.87617768435,13864,6367,6160,26391,2.9999995498908305e-07,133183.9720175987,,,,,,,,,,,,,,,,,,,,,,,,
